"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",4.911,"Bioenergy & Wastes","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",1.615,"Petroleum Products","Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",301.994,"Electricity","Domestic"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",2.914,"Manufactured Fuels","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",629.01,"Petroleum Products","All"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",3898.222,"All","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",6.333,"Petroleum Products","Commercial"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",8.372,"Bioenergy & Wastes","Commercial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",19.969,"Bioenergy & Wastes","Domestic"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",1.332,"Bioenergy & Wastes","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0.325,"Petroleum Products","Public Sector"
"S12000020","Moray","Council Area",2015,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",657.483,"Gas","Domestic"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",71.483,"Petroleum Products","Rail"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",2023.81,"Petroleum Products","Road Transport"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",0.293,"Coal","Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",633.387,"Gas","All"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",286.766,"Electricity","Industrial & Commercial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",93.128,"Gas","Commercial"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",0,"Gas","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",102.467,"Petroleum Products","Agriculture"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",2583.19,"All","Domestic"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",2702.509,"All","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",8.618,"Bioenergy & Wastes","Domestic"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",146.293,"Electricity","Domestic"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",4.22,"Bioenergy & Wastes","Road Transport"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",120.12,"Petroleum Products","Domestic"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",253.191,"Electricity","Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",2.914,"Manufactured Fuels","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",845.763,"Electricity","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",11.857,"Bioenergy & Wastes","Domestic"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",3.887,"Petroleum Products","Agriculture"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",8.906,"Petroleum Products","Commercial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",36.17,"Bioenergy & Wastes","All"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",218.111,"Electricity","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",3028.826,"Petroleum Products","All"
"S12000020","Moray","Council Area",2015,"Count","GWh",137.667,"Petroleum Products","Domestic"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",178.011,"Electricity","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",348.69,"Gas","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",298.674,"Gas","Commercial"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",16.574,"Bioenergy & Wastes","Road Transport"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",2819.939,"Gas","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",2782.793,"All","All"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",13.826,"Petroleum Products","Domestic"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",9.031,"Manufactured Fuels","All"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",152.274,"Gas","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",504.878,"Electricity","All"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",0.666,"Coal","Public Sector"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",202.885,"Electricity","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",1304.847,"Gas","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000020","Moray","Council Area",2015,"Count","GWh",93.565,"Petroleum Products","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",21.164,"Bioenergy & Wastes","Road Transport"
"S12000020","Moray","Council Area",2015,"Count","GWh",440.047,"Gas","Domestic"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",1098.128,"Petroleum Products","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",212.39,"Electricity","Industrial & Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",283.783,"Petroleum Products","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",2.703,"Petroleum Products","Rail"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0,"Gas","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",10175.903,"All","All"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",5204.432,"Gas","All"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",1954.014,"Electricity","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",2.396,"Manufactured Fuels","Industrial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",100.255,"Petroleum Products","Industrial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",358.683,"Electricity","All"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",1181.808,"All","Industrial & Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",72.57,"Gas","Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",3171.735,"All","Transport"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",1155.301,"Petroleum Products","Road Transport"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",158.914,"Electricity","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",9.892,"Coal","All"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",1.098,"Bioenergy & Wastes","Industrial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",74.027,"Bioenergy & Wastes","Road Transport"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",3.044,"Bioenergy & Wastes","Commercial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",1271.333,"All","Domestic"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",1.647,"Petroleum Products","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",2953.518,"All","All"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",2741.814,"All","Transport"
"S12000041","Angus","Council Area",2015,"Count","GWh",198.103,"Gas","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",36.484,"Electricity","Commercial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000047","Fife","Council Area",2015,"Count","GWh",297.7,"Bioenergy & Wastes","All"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",21.608,"Petroleum Products","Domestic"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",0.077,"Petroleum Products","Public Sector"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",19.432,"Bioenergy & Wastes","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",285.667,"Electricity","Industrial & Commercial"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",550.574,"Gas","Industrial"
"S12000035","Argyll and Bute","Council Area",2015,"Count","GWh",13.7,"Bioenergy & Wastes","Commercial"
"S12000047","Fife","Council Area",2015,"Count","GWh",0.269,"Coal","Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",14.278,"Bioenergy & Wastes","Road Transport"
"S12000045","East Dunbartonshire","Council Area",2015,"Count","GWh",76.446,"Gas","Industrial"
"S12000041","Angus","Council Area",2015,"Count","GWh",13.91,"Bioenergy & Wastes","Domestic"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",203.652,"Petroleum Products","Domestic"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",3.081,"Petroleum Products","Commercial"
"S12000047","Fife","Council Area",2015,"Count","GWh",13.617,"Coal","All"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",1083.036,"All","Transport"
"S12000013","Na h-Eileanan Siar","Council Area",2015,"Count","GWh",0.214,"Coal","Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",1978.33,"All","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",6.138,"Coal","All"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",1324.787,"Petroleum Products","All"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0,"Gas","Industrial"
"S12000020","Moray","Council Area",2015,"Count","GWh",1850.643,"Gas","All"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",44.432,"Electricity","Commercial"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",510.196,"All","Industrial & Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",3410.752,"Petroleum Products","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",4578.979,"Gas","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",9.18,"Petroleum Products","Rail"
"S12000041","Angus","Council Area",2015,"Count","GWh",0.19,"Coal","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",1.948,"Petroleum Products","Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",5.019,"Bioenergy & Wastes","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",127.853,"Electricity","Commercial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",3.273,"Coal","Domestic"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",18.93,"Bioenergy & Wastes","Road Transport"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",1060.84,"All","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",23.919,"Coal","Industrial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",20.094,"Petroleum Products","Domestic"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",84.723,"Gas","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",0.864,"Coal","Domestic"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",140.258,"Gas","Industrial"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",38.216,"Petroleum Products","Domestic"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",2563.393,"Petroleum Products","All"
"S12000041","Angus","Council Area",2015,"Count","GWh",958.575,"All","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",3697.448,"All","Industrial & Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",459.155,"All","Industrial & Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",476.094,"Gas","Domestic"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",1395.406,"All","Industrial & Commercial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",3.14,"Petroleum Products","Commercial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",0.26,"Manufactured Fuels","Industrial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",160.554,"Petroleum Products","Agriculture"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",2.348,"Petroleum Products","Commercial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",33.527,"Petroleum Products","Rail"
"S12000020","Moray","Council Area",2015,"Count","GWh",192.428,"Electricity","Domestic"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",1700.825,"All","Industrial & Commercial"
"S12000041","Angus","Council Area",2015,"Count","GWh",5.021,"Manufactured Fuels","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",27.535,"Coal","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",345.489,"Electricity","All"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",1267.468,"Electricity","All"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",2389.95,"Petroleum Products","Road Transport"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",193.053,"Electricity","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",1526.215,"Electricity","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.492,"Coal","Domestic"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",1082.831,"Electricity","Industrial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000047","Fife","Council Area",2015,"Count","GWh",86.578,"Petroleum Products","Rail"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.036,"Coal","Commercial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",55.226,"Electricity","Industrial"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",143.218,"Electricity","Commercial"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",2237.214,"All","Industrial & Commercial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",665.895,"All","Domestic"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",681.989,"Bioenergy & Wastes","Industrial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",0.498,"Petroleum Products","Public Sector"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",94.693,"Electricity","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",4.111,"Manufactured Fuels","Domestic"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",117.697,"Electricity","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",5.288,"Bioenergy & Wastes","Domestic"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",433.052,"Coal","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",567.892,"Electricity","Industrial & Commercial"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",3.021,"Manufactured Fuels","Domestic"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",1005.615,"Gas","All"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",165.376,"Electricity","Domestic"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",0.389,"Petroleum Products","Public Sector"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",152.437,"Electricity","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",169.687,"Gas","Commercial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0.29,"Coal","Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",13.024,"Petroleum Products","Rail"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",10.818,"Bioenergy & Wastes","All"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",356.538,"Electricity","Industrial"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",525.542,"Gas","Domestic"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",111.693,"All","Transport"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",22.346,"Coal","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0,"Coal","Industrial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",390.233,"Electricity","Industrial & Commercial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",1.535,"Manufactured Fuels","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.546,"Coal","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",7.481,"Petroleum Products","Agriculture"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",460.266,"Electricity","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.161,"Petroleum Products","Rail"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",150.144,"Electricity","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",2729.362,"Petroleum Products","Road Transport"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",445.328,"All","Transport"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",127.726,"Bioenergy & Wastes","Industrial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",9.568,"Bioenergy & Wastes","Industrial"
"S12000047","Fife","Council Area",2015,"Count","GWh",12131.842,"All","All"
"S12000047","Fife","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",4.236,"Coal","Domestic"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",1.246,"Manufactured Fuels","Domestic"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",2.072,"Manufactured Fuels","Domestic"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",2.51,"Bioenergy & Wastes","Industrial"
"S12000029","South Lanarkshire","Council Area",2015,"Count","GWh",17.354,"Coal","Industrial"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",216.251,"Electricity","Industrial"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",339.965,"Petroleum Products","All"
"S12000023","Orkney Islands","Council Area",2015,"Count","GWh",5.504,"Bioenergy & Wastes","Domestic"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",0.613,"Petroleum Products","Public Sector"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",154.941,"Bioenergy & Wastes","Commercial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",1017.696,"Gas","Domestic"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",3715.229,"All","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",3.741,"Manufactured Fuels","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",0.208,"Petroleum Products","Public Sector"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",0,"Coal","Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",0.301,"Coal","Commercial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",3076.068,"Petroleum Products","Road Transport"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000020","Moray","Council Area",2015,"Count","GWh",759.79,"Gas","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",4.677,"Petroleum Products","Rail"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",126.929,"Petroleum Products","Industrial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",1365.694,"All","Domestic"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",51.16,"Petroleum Products","Domestic"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",108.723,"Gas","Industrial"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",1054.705,"Electricity","Domestic"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",1.905,"Manufactured Fuels","All"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",34.004,"Bioenergy & Wastes","All"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",31.258,"Bioenergy & Wastes","Road Transport"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",627.111,"All","Transport"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",958.896,"All","Domestic"
"S12000020","Moray","Council Area",2015,"Count","GWh",0.777,"Coal","Rail"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",1186.493,"All","Industrial & Commercial"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",366.937,"Electricity","Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",12.6,"Coal","All"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0.128,"Coal","Public Sector"
"S12000021","North Ayrshire","Council Area",2015,"Count","GWh",3563.635,"All","Industrial & Commercial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000020","Moray","Council Area",2015,"Count","GWh",650.806,"Gas","Commercial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",247.207,"Electricity","All"
"S12000020","Moray","Council Area",2015,"Count","GWh",77.107,"Bioenergy & Wastes","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",1467.377,"All","Transport"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0.515,"Petroleum Products","Public Sector"
"S12000049","Glasgow City","Council Area",2015,"Count","GWh",1100.132,"Gas","Commercial"
"S12000039","West Dunbartonshire","Council Area",2015,"Count","GWh",0.022,"Coal","Public Sector"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",2.837,"Coal","Industrial"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000041","Angus","Council Area",2015,"Count","GWh",14.897,"Coal","All"
"S12000020","Moray","Council Area",2015,"Count","GWh",8.388,"Petroleum Products","Rail"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",45.347,"Electricity","Industrial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000050","North Lanarkshire","Council Area",2015,"Count","GWh",2993.219,"Gas","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",0.094,"Coal","Public Sector"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",0.387,"Coal","Public Sector"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",6.506,"Manufactured Fuels","All"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",786.974,"Petroleum Products","Road Transport"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",7.722,"Manufactured Fuels","Domestic"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",2.882,"Coal","Domestic"
"S12000041","Angus","Council Area",2015,"Count","GWh",10.615,"Coal","Industrial"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",64.451,"Petroleum Products","Domestic"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",812.814,"All","Transport"
"S12000020","Moray","Council Area",2015,"Count","GWh",4.822,"Coal","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",0,"Coal","Agriculture"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",22.264,"Bioenergy & Wastes","All"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",7.722,"Manufactured Fuels","All"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",53.93,"Petroleum Products","Rail"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",52.798,"Bioenergy & Wastes","Road Transport"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",137.286,"Petroleum Products","Industrial"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",0.297,"Petroleum Products","Public Sector"
"S12000048","Perth and Kinross","Council Area",2015,"Count","GWh",675.568,"Gas","Domestic"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000026","Scottish Borders","Council Area",2015,"Count","GWh",588.666,"Electricity","All"
"S12000041","Angus","Council Area",2015,"Count","GWh",3.834,"Coal","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",2432.206,"Electricity","All"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",28.545,"Petroleum Products","Agriculture"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",30.051,"Petroleum Products","Domestic"
"S12000020","Moray","Council Area",2015,"Count","GWh",15.604,"Bioenergy & Wastes","Road Transport"
"S12000028","South Ayrshire","Council Area",2015,"Count","GWh",33.021,"Bioenergy & Wastes","All"
"S12000010","East Lothian","Council Area",2015,"Count","GWh",197.422,"Electricity","Domestic"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",876.73,"Gas","Commercial"
"S12000040","West Lothian","Council Area",2015,"Count","GWh",314.702,"Electricity","Industrial"
"S12000041","Angus","Council Area",2015,"Count","GWh",957.344,"All","Transport"
"S12000019","Midlothian","Council Area",2015,"Count","GWh",525.085,"Petroleum Products","Road Transport"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",584.496,"Petroleum Products","Road Transport"
"S12000020","Moray","Council Area",2015,"Count","GWh",25.522,"Bioenergy & Wastes","Commercial"
"S12000005","Clackmannanshire","Council Area",2015,"Count","GWh",343.893,"Gas","Commercial"
"S12000030","Stirling","Council Area",2015,"Count","GWh",264.929,"Bioenergy & Wastes","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",158.481,"Petroleum Products","Road Transport"
"S12000038","Renfrewshire","Council Area",2015,"Count","GWh",0,"Coal","Rail"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",256.314,"Electricity","Industrial & Commercial"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",47.407,"Gas","Commercial"
"S12000036","City of Edinburgh","Council Area",2015,"Count","GWh",204.791,"Petroleum Products","Industrial"
"S12000027","Shetland Islands","Council Area",2015,"Count","GWh",2.064,"Coal","Domestic"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",320.781,"Petroleum Products","Industrial"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",0.46,"Petroleum Products","Public Sector"
"S12000047","Fife","Council Area",2015,"Count","GWh",5.581,"Petroleum Products","Commercial"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",1234.071,"Electricity","All"
"S12000018","Inverclyde","Council Area",2015,"Count","GWh",4.289,"Bioenergy & Wastes","Domestic"
"S12000030","Stirling","Council Area",2015,"Count","GWh",4.074,"Manufactured Fuels","Domestic"
"S12000011","East Renfrewshire","Council Area",2015,"Count","GWh",12.763,"Petroleum Products","Industrial"
"S12000033","Aberdeen City","Council Area",2015,"Count","GWh",16.019,"Bioenergy & Wastes","Industrial"
"S12000047","Fife","Council Area",2015,"Count","GWh",98.453,"Petroleum Products","Domestic"
"S12000008","East Ayrshire","Council Area",2015,"Count","GWh",114.276,"Electricity","Commercial"
